content,hashtag,timestamp,User
"@NordyJelson @WintersOfEarth Didn’t they start to try this year? I thought I read the band wasn’t going to play wabash if the chant continued. I’ve never understood KSU’s hatred of KU? I’ve always liked to see Kansas(the state) succeed. Now when they play each other, that is a different story.",KSU,2023-05-05 19:26:11+00:00,Ron
"I see your monsters
I see your pain",KSU,2023-05-05 19:24:36+00:00,fallenangel_97
@Ten12Network @DKSportsbook Do they not realize how much Deuce Vaughn will be missed at KSU?,KSU,2023-05-05 19:22:53+00:00,Tim Jones
"@JEng1ne @freddard_ @BarstoolSC KSU still beat them for the lil12CC, who Tulane also beat at KSU. Thanks for admitting I'm smart 😁 Still doesn't change you all lost 7x's",KSU,2023-05-05 19:21:43+00:00,CKnee9
i love this scene so much 🥹,KSU,2023-05-05 19:21:22+00:00,fallenangel_97
"If the athletic writers want to be taken seriously, they should stop acting like star ratings are the best way to evaluate teams. KSU consistently ranks near the bottom of the conference in recruiting. They have two more conf wins than tex since 2010.",KSU,2023-05-05 19:16:08+00:00,Simon Wilson
@KellisRobinett @DKSportsbook Ku’s is too high,KSU,2023-05-05 19:13:01+00:00,Marcus🏈🏀
"More than 50,000 wild birds in UK killed by avian flu – double previous estimates",KSU,2023-05-05 19:10:23+00:00,NABC/K-State
@BabyJaysBurner Spread was KSU -6.5 in the “games of the year” preseason bets.,KSU,2023-05-05 19:09:38+00:00,Ryan Moss
Eagles new Punter Ty Zentner averaged 45 yards per punt last season at KSU.,KSU,2023-05-05 19:09:25+00:00,Katie Manry 🦅
"Hey loves, kindly Dm @WriterTasha  for legit academic help.",KSU,2023-05-05 19:04:17+00:00,Tasha The Writer
Ismael Massoud will finish his college basketball career on the East Coast,KSU,2023-05-05 19:03:25+00:00,Will The Thrill
@alaakhedher @UniofNewcastle @_KSU @uksacborg Thank you Alaa 🤍,KSU,2023-05-05 19:00:41+00:00,ندى
@Coachreem4ever Can you imagine one of Bill Selfs assistants getting in a Twitter pissing match with a KSU fan that claims to be “scoopmeister”? Me either. If we ever want to shake the “little brother” label we have to stop this shit.,KSU,2023-05-05 18:58:53+00:00,Mason Kerns
"Texas, OU and KSU lead the way. 

Draftkings is basically saying they expect Texas to go 8-1 or 7-2 in Big 12 play when you consider Texas will be underdogs to Alabama in non-conference play.",KSU,2023-05-05 18:55:21+00:00,HornSports
The best actor OAT! Keanu Reeves and Grandmama 🐐,KSU,2023-05-05 18:53:53+00:00,FANMAN_KSU
@Haub_KSU @MPHarber @SarahDeemerPhD Normal or ‘the norm’? Two very different things,KSU,2023-05-05 18:45:01+00:00,Michelle Adams-Arent
"@TheGurglingCod ""Bootsy Collins claps back at John Grisham regarding Wes Anderson's adaptation of Herman Melville's 'Moby Dick.' """,KSU,2023-05-05 18:44:43+00:00,AMS
"@ams_ksu @ChloeDenmark Apparently it takes something as extreme as the AG begging everyone who will listen not to kill a guy whose trial may have been BS.

Alito &amp; Thomas will be in the bag, but maybe this is one of those times where Kavanaugh &amp; Gorsuch are worried about their image",KSU,2023-05-05 18:43:01+00:00,Joe ⚾️
@785SportsKSU Placed a few bets on it a couple weeks ago Ksu -3.5 on draftkings.  Wish I would have put more before the line went up,KSU,2023-05-05 18:41:49+00:00,Patrick Mahomes Right Arm
"I proudly rode with the Kansas schools last year: 

Had KU over (easy), a KSU over (easy) and a KSU Big 12 Champ Ticket last fall",KSU,2023-05-05 18:40:30+00:00,"parker, over-educated"
I never understood how the dude didn't recognize him.,KSU,2023-05-05 18:40:06+00:00,FANMAN_KSU
@IsmaelMassoud @GeorgetownHoops Go be great!  Thanks for the time at KSU.,KSU,2023-05-05 18:39:49+00:00,Danny Jackson
@JC_Esq @ChloeDenmark Especially out of this SCOTUS.,KSU,2023-05-05 18:39:48+00:00,AMS
@John5tork Yup. He contributed big time. Let that man go play a bigger role somewhere else and finish what he started. Stud!,KSU,2023-05-05 18:38:52+00:00,FANMAN_KSU
"TOWNSEND WAS ON A SOUTHWEST FLIGHT LAST SATURDAY. 

KSU fans just aren’t creepy dorks who take candid photos of other people.",KSU,2023-05-05 18:38:35+00:00,Dick Knostman 🌾
@EnthusiastKSU @deviousduck_ @DrewJMac3 @TheOneFightOn @JeanieBussIsAss Big talk from a Ksu fan. Whole fan base is related,KSU,2023-05-05 18:37:58+00:00,beav3.0
"Concentrated Liquidity, everywhere.
Capital Efficiency, anywhere.

🔥 We have launched Sushi’s concentrated liquidity pools on 13 networks with more coming . This launch marks the largest deployment of v3 pools, ever.

📖: 
🌐:",KSU,2023-05-05 18:35:39+00:00,Ksu
@Sully20201 @M_Vernon @Coachreem4ever I'm sure we'll repeat this when ole Feet's Vernon posts about KSU again..,KSU,2023-05-05 18:34:18+00:00,A.A. Loza
@KC_Sec_302 @M_Vernon Naw he’s just soft like everything KSU.,KSU,2023-05-05 18:28:45+00:00,Clint Adams
"53 years ago today, members of the Ohio National Guard fired indiscriminately at protesting Kent State students, murdering 4 and wounding 9 others. 450+ college campuses shut down after with their own protests. 

We will not forget. 🤍",KSU,2023-05-05 18:28:27+00:00,Children's Defense Fund-Ohio
A great Wildcat that brought us some fantastic memories in purple. Wishing him well in the next chapter for his career.,KSU,2023-05-05 18:25:49+00:00,ksu_FAN 🌻 🌻 🌻
"Respiratory Therapy students Katlynn Brown and Maria Miller presented last month at the Undergraduate Symposium on Research, Scholarship and Creative Endeavors, examining the perceived effectiveness of teaching, supervising and evaluating students in a clinical setting",KSU,2023-05-05 18:21:22+00:00,Kent State Ashtabula
"@SelfMadeCapo Marcus, agree with Coach Dowling. You did a great job as a big brother. Loved having you &amp; Markquis in the KSU family. Only the best wishes for you guys pursuing your dreams.",KSU,2023-05-05 18:20:35+00:00,Brian Paulson
Keep the pressure on brother!,KSU,2023-05-05 18:20:14+00:00,Phil Baier
"This gown, worn by Dinah Shore, is a  Norman Norell mood. C.1965, via KSU Museum.",KSU,2023-05-05 18:15:12+00:00,Derek Bryant
The Kennesaw State men's club lacrosse team scored four goals over the last 3 minutes to to beat Florida Gulf Coast 8-7 and win its second straight Division II SouthEastern Lacrosse Conference championship.,KSU,2023-05-05 18:15:02+00:00,MDJ Online
"@AlexanderM0829 @PunishedCaleb Also you’re, no surprise, a KU fan so your opinion on KSU coaches has been discarded. Thanks 👍",KSU,2023-05-05 18:12:58+00:00,Adam Tritt 🌾
"@kstateman14 @AdriansBurner1 1. The answer is that those dudes aren’t as good cumulatively as the ones leaving.
2. Key might transfer if he comes back. KSU NIL is negligible for bball. Don’t front about it.
3. Yikes if you have to rely on that in the transfer era.
4. Nobody good that’s left is going to KSU.",KSU,2023-05-05 18:11:01+00:00,Jordan
@LightsCameraPod @JeffDLowe @bobgoochman @JackKennedy Where is Alien(s) and The Fifth Element,KSU,2023-05-05 18:09:03+00:00,Zim Appl
@mondilator There was one fratty type jackass who always used to come into the cookout near KSU when I'd be eating there after my shift. He'd have his pistol in that type holster on his sweatpants or gym shorts and try to impress whomever he was with at the time. Somehow his pants stayed up.,KSU,2023-05-05 18:06:18+00:00,Socrates Johnson
"KU, KSU leaders endorse broader federal reporting on post-college success data: University of Kansas chancellor Doug Girod, left, and Kansas State University president Richard Linton urged passage of federal legislation expanding access to higher…",KSU,2023-05-05 18:05:36+00:00,HutchPost
"KU, KSU leaders endorse broader federal reporting on post-college success data",KSU,2023-05-05 18:05:33+00:00,Great Bend Post
"KU, KSU leaders endorse broader federal reporting on post-college success data: University of Kansas chancellor Doug Girod, left, and Kansas State University president Richard Linton urged passage of federal legislation…",KSU,2023-05-05 18:03:33+00:00,Hayspost
@_KSU Thank you so much @_KSU,KSU,2023-05-05 18:03:00+00:00,Dr. Muhammad Sohaib | د.محمد صهيب بن محمد رمضان
"@TawheedPromoter Isn't Imran a student of the Barelvi philosopher Fazlur Rahman Ansari?

Tafseer of 43:61


The difference between لَعِلْمٌ and لَعَلَمٌ seems to be reconciled in many of the English translations by using both words, i.e. knowledge and sign (for the Hour):",KSU,2023-05-05 18:02:39+00:00,Mohamad Omar Nachawati
"Feeling honored 💫🎓 , after receiving the Gift 🎁 and Invitation✉️ from  (@_KSU ) regarding
 

Thank you so much @_KSU 

My mentor and PhD supervisor 👉@FBarakah",KSU,2023-05-05 18:02:07+00:00,Dr. Muhammad Sohaib | د.محمد صهيب بن محمد رمضان
"Fuck Duke and UNC, Kansas Vs. KSU is the new face of college basketball.",KSU,2023-05-05 17:56:36+00:00,Quinn LaTessa
"We offer Online class homework, exam help 
 DM open 24/7",KSU,2023-05-05 17:52:51+00:00,Tutor DeepCad
@IsmaelMassoud @GeorgetownHoops Congratulations Ish! Hated to see you leave KSU but happy you landed at Georgetown. Thanks for all the memories in Manhattan. Best wishes for your time at Georgetown and the future. Always a Wildcat.,KSU,2023-05-05 17:51:23+00:00,Brian Paulson
"@sherifwatidy 
@AALDAKKAN 
@AbdulrazagAjlan
@ksu_medicine 
@mscksu
@SansMed
@MallatMohannad 
@Sedra_J 
Marvelous teamwork , I had the most pleasure to work with this team 🤍",KSU,2023-05-05 17:50:14+00:00,Ohud Turki
"@Coachreem4ever @CoachJTang @M_Vernon I’m an old Missouri fan but @CoachJTang  is awesome.  All the energy and  what is happening at KSU is incredible. Coach Tang is clearly a high quality man, great speaker, and obviously has awesome socks. The KU guy just all in his feelings🤣.",KSU,2023-05-05 17:48:55+00:00,Marc Hoefer
"@kstateman14 @JReber16 KSU has had some amazing talent. I still remember Rolando on the cover of sports illustrated. Their best years were with Hartman in control, looks like Tang will do a good job. I don’t think this coming year they are quite as good. His SEC transfers carried the team.",KSU,2023-05-05 17:48:13+00:00,Ron
"@kstateman14 The 6th year guard that averaged 17.7ppg and shot 42% from three, and the Texas guard that was the  PG in the class of 2022? Yep. Dickinson will drop 25 on you next year too.

KSU’s current roster = bottom half the league, easily. I hope you realize that.",KSU,2023-05-05 17:46:04+00:00,Jordan
Save the date! The Department of Agronomy and K-State Research and Extension will host an In-Depth Wheat Diagnostic School on June 2 at the K-State North Central Experiment Field. Check out the article for more information.,KSU,2023-05-05 17:45:10+00:00,OK Genetics Inc.
can't think of much weirder behavior than sending pics of the KSU coaching staff on a plane to M*ke V*rnon,KSU,2023-05-05 17:39:39+00:00,J
@On3sports @JesseReSimonton Ksu too low but that's OK they'll just keep stacking W's.,KSU,2023-05-05 17:29:59+00:00,Patrick Mahomes Right Arm
@Jckalz @Whitney_Hartman @M_Vernon Yup. Tool confirmed.,KSU,2023-05-05 17:27:36+00:00,FANMAN_KSU
@Jckalz @FANMAN_KSU @Whitney_Hartman @M_Vernon Hey buddy clearly we don’t have the low down so we should probably shut up,KSU,2023-05-05 17:27:12+00:00,Ernest Udeh Burner
@FANMAN_KSU @Whitney_Hartman This is the real @M_Vernon,KSU,2023-05-05 17:26:05+00:00,Jackalz
@Shay_House @Coachreem4ever @CoachJTang @M_Vernon The level of concern and consternation coming from Ku fan right now because of Tang and Co. is palpable.  Buckle up cause these guys are just getting started at Ksu.,KSU,2023-05-05 17:24:33+00:00,Patrick Mahomes Right Arm
@IsmaelMassoud @GeorgetownHoops Gonna miss you in purple.  Good luck out there.,KSU,2023-05-05 17:22:58+00:00,Nathan Dahlgren
@NateD_KSU Me neither,KSU,2023-05-05 17:20:27+00:00,Al Qaeda Blew A 3-1 Lead 🌾
"@Whitney_Hartman Is that him in the middle seat? He looks old AF. I always assumed he was some cocky 20 something, trying to get social media clout, by posting message board rumors as his own.",KSU,2023-05-05 17:20:17+00:00,FANMAN_KSU
"A sprinter from Florida has inked with the Owls!

Welcome to KSU, Tiffany Colin

𝓟𝓻'𝓼
100m: 11.73
200m: 24.69

✍️

 |",KSU,2023-05-05 17:20:11+00:00,Kennesaw State TFXC
@M_Vernon @Coachreem4ever Love that ksu assistants wanna threaten physical violence hahaha . How old is his staff? “My dad can beat your dad up” kinda energy from them.,KSU,2023-05-05 17:19:31+00:00,Zac
@FANMAN_KSU Oh Vernon doing Vernon things and dowling called him out for being weird,KSU,2023-05-05 17:18:38+00:00,Whitney Hartman 🌾🌾🌾
@Whitney_Hartman What happened? Blocked!,KSU,2023-05-05 17:17:45+00:00,FANMAN_KSU
"@StarSeedKS @KStateAgron @KStateRE Here is an link to an updated list  
Midway District plot tours are canceled due to drought conditions.",KSU,2023-05-05 17:14:17+00:00,Craig Dinkel
@ByronHankins3 @GapYearCurry Same kinda thing happened to me. Last weekend at Kansas sampler an older man in ksu overalls walked up to me in a ku section and told me how great it will be when they go to the SEC and don’t have to deal with us anymore.,KSU,2023-05-05 17:13:32+00:00,Phoggy Thoughts
"@sunsetAMIR &amp; the awesome season job he did at KSU and how it was a slam dunk hire for @USFMBB!

@RisingCoaches x @HoopDirt",KSU,2023-05-05 17:12:39+00:00,Amir Abdur-Rahim
"@sportsndstuff69 @Coachreem4ever @M_Vernon KU fans = “oMg We LiVe ReNt FrEe In KSU’s HeAdS”

Also KU fans:",KSU,2023-05-05 17:12:20+00:00,yo boi johney
The lunch hour snuggle-needer has entered the chat.,KSU,2023-05-05 17:06:17+00:00,AMS
@Coachreem4ever Love them socks! Go KSU!,KSU,2023-05-05 17:02:47+00:00,Jareem Dowling 🇻🇮💯💜
@egoldie80 @KentStFootball needs to offer your son.  He's be a great addition to the Flashes.  Go KSU!,KSU,2023-05-05 16:58:35+00:00,Ethan Greenberg
"@Madisox43 @TheTrianoKid My bad, KSU with their 3 stars matched what UT did with all those 5 stars

You just made my point thank you",KSU,2023-05-05 16:57:27+00:00,Lawrence Kansas football RULES! 🏴‍☠️
@hoyabreakdown He was the worst defender on KSU by a wide margin. He doesn’t really have a position on D. If he’s not hitting 3’s he becomes a huge liability. Where have we seen that before?,KSU,2023-05-05 16:48:50+00:00,SaveGeorgetownBasketball.com
"$KSU Kansas City Southern: Reference Price 287.54, 3 Year Prediction 231.93, Potential -19.0%,",KSU,2023-05-05 16:45:13+00:00,StockProphecy
Remembering the deadly May 4 shooting at Kent State University 53 years later  via @wkyc,KSU,2023-05-05 16:42:32+00:00,JPM
@Coachreem4ever @BaileyB_KSU She’s one of a kind. 💜,KSU,2023-05-05 16:39:36+00:00,Kris Tanner
"Join 
@ksu_moo 
@c2t050 
@Sweetleah_003",KSU,2023-05-05 16:38:03+00:00,Oleg | forbitswap🛸🏍️🥷
"@SkrticX Uncle had a plastics plant in Kent and 2 of my brothers attended KSU
wrote a paper on my memories of that terrible time in 1970",KSU,2023-05-05 16:36:06+00:00,concerned grandpa
"@clonesrising @LifeofFitz I could easily see Utah becoming the power of the Big12 alongside KSU and Okla State. Keep in mind, the Big12 is adding 4 G5 schools and losing OUT. It’s takes 5-7 years for a G5 school to build the infrastructure/depth to compete at the P5 level.",KSU,2023-05-05 16:29:10+00:00,Wildute
"Time to Elevate, @TimarPerry ✍️

📄 

 x EMAW",KSU,2023-05-05 16:28:45+00:00,Phil Baier
Thank you Famo! My freaking Bro!,KSU,2023-05-05 16:27:14+00:00,Bailey Bachamp
High Path Avian Influenza Update – What’s next?,KSU,2023-05-05 16:23:46+00:00,NABC/K-State
"@PoliticsUncens1 53 years later, not much political change in the land of the free.
Actually, is getting worst day by day.",KSU,2023-05-05 16:15:29+00:00,LawAndOrder☮
"Regular season ended tonight with losses
Game 1: 12-1
Game 2: 15-4

Record is 13-7
Regional bracket will be released Wednesday.   Winner of Regional goes to KSU for State May 25-26.",KSU,2023-05-05 16:00:39+00:00,Southeast of Saline Trojans
@TheCasa_KSU @arielhelwani Sterling has been as heavy as 176lbs. He probably walks around 165 and in the cage is probably 155,KSU,2023-05-05 15:58:09+00:00,Luca 🇲🇹
"DraftKings has set the over/under win total for K-State football at 8.5 (+110). That ties the 2013 preseason win total for highest I can find for KSU since at least 2011. Past years:

22: 6.5
21: 5.5
20: 6
19: 5.5
18: 6
17: 8
16: 5.5
15: 7
14: 8
13: 8.5 (+155)
12: 7.5
11: 5.5",KSU,2023-05-05 15:56:04+00:00,John Kurtz
"Added some speed to the sprints group!

Welcome to KSU, Danielle Isom!

𝓟𝓻'𝓼
200m: 24.86
400m: 55.5

✍️ 

 |",KSU,2023-05-05 15:55:14+00:00,Cale McDaniel
"Wrapping up AGRON-746 Environmental Soil Physics class with a hands-on exercise in soil water balance modeling using the single crop coefficient method from FAO-24 and FAO-56. It's been a great semester, and we hope you had as much fun as we did!",KSU,2023-05-05 15:54:35+00:00,KSU Soil Water Lab
me being normal and adequate in my dms to rilya and ksu about maggot and scarab and sasha,KSU,2023-05-05 15:48:39+00:00,cantharellus cibarius
"Our $PEPE Airdrop is still live and ongoing!
Visit our airdrop site to claim your $PEPE tokens, you could be lucky to get the thousand dollar package!!

🔗 Website: 

        …",KSU,2023-05-05 15:45:44+00:00,Skyler Ross
@JawharhOtaibi @SSDS_ksu Congrats!!,KSU,2023-05-05 15:42:45+00:00,duna
"@KURealist KSU isn’t the face of anything sports.  I’m sorry, this has to be a bad joke.  Until they win a meaningful championship, can’t be taken serious.",KSU,2023-05-05 15:42:26+00:00,Your Mom
"@kutweetsandnews No chance. Almost an entirely new team. Takes time to gel. Injuries happen. Players take time to develop. Undefeated is a pipe dream in today's college basketball landscape. Big 12 will be great again as Baylor, KSU &amp; West Virginia reloaded. Will win Big 12 but not go undefeated",KSU,2023-05-05 15:41:52+00:00,HawkBrand
"@Whitney_Hartman KSU finally getting a little respect. I figured we’d be st 7.5 at the very most. OU and TEX, normal.",KSU,2023-05-05 15:40:07+00:00,@jglezz
"Happy Friday! We've got a fantastic special for you today! Steak Rancheros! They've got a bit of a kick to them, but an amazing amount of flavor 🤤 Get them while ingredients last! More playoff action tonight so join us when you can and get this weekend started!",KSU,2023-05-05 15:39:05+00:00,Tanner's Aggieville
"Call for Papers for a Research Day in La Rochelle and a Special Issue of Creativity and Innovation Management. URL →   ← My co-proponents are Poonam Oberoi (@ExceliaGroup), Deimante Žilinskienė (KSU Vilnius), and Albrecht Fritzsche (@RBS_UIR and…",KSU,2023-05-05 15:36:08+00:00,Next Society Institute
"How’s the tie break rules work for this one year 14 team BIGXII?  Say OU and KSU both finish 6-3 for 2nd place, who goes to Jerry’s world?",KSU,2023-05-05 15:30:43+00:00,jeffwatson
@NikolaiDenmark @_CircusMaximus @RugbyWing @mondilator @GlenMaffews @MakesHerMark @brobroma @georgiaontap @jokastrength @SirBigSpurEsq @McGuire_GIS @MajorArschloch @JuanGrandeASU @Johnny_Socrates @jonfmorse @SteveSteverers @sportsbroad @DotWreck @devalkk @Hulcricket @502eire @rmhom1 You don't get this kind of shitposting just anywhere.,KSU,2023-05-05 15:30:24+00:00,AMS
@NikolaiDenmark @ams_ksu @RugbyWing @mondilator @GlenMaffews @MakesHerMark @brobroma @georgiaontap @jokastrength @SirBigSpurEsq @McGuire_GIS @MajorArschloch @JuanGrandeASU @Johnny_Socrates @jonfmorse @SteveSteverers @sportsbroad @DotWreck @devalkk @Hulcricket @502eire @rmhom1 It the Le Mans of tweet threads.,KSU,2023-05-05 15:30:22+00:00,Muggsy Pogues
"@Ten12Network @DKSportsbook How the tie break rules work for this one year 14 team BIGXII?  Say OU and KSU both finish 6-3 for 2nd place, who goes to Jerry’s world?",KSU,2023-05-05 15:30:12+00:00,jeffwatson
"@NikolaiDenmark @_CircusMaximus @RugbyWing @mondilator @GlenMaffews @MakesHerMark @brobroma @georgiaontap @jokastrength @SirBigSpurEsq @McGuire_GIS @MajorArschloch @JuanGrandeASU @Johnny_Socrates @jonfmorse @SteveSteverers @sportsbroad @DotWreck @devalkk @Hulcricket @502eire @rmhom1 How did we get here from a tweet about British ""food?""

Nevermind, I don't want to know.",KSU,2023-05-05 15:28:58+00:00,AMS
@lt4kicks Kevin was a monster at KSU but sounds like his post-playing days vision was even more impressive than his in-field vision (that’s saying something!). Congrats to Tyler on this as well; I’m sure they will do big things for their communities!,KSU,2023-05-05 15:28:09+00:00,Tom
Requesting faucet funds into 0x4f42f64F2855e4771Dd3d2d5851De7530C52d7C3 on the   test network.,KSU,2023-05-05 15:25:18+00:00,Ксения
@InsiderCff So you’re like giddens over ward for ksu this year?,KSU,2023-05-05 15:24:11+00:00,Jason Burlingame
"For help with essays, papers and other assignments, visit @Academy_Centa  &amp; follow them 🎓🤓📝✅",KSU,2023-05-05 15:23:29+00:00,"ESSAY, ASSIGNMENTS, FALL CLASS, HOMEWORK HELP"
"I wonder if the city will fix this sign, which is otherwise spectacular. If they don't, it will become a never-ending joke. The lower lettering was so poorly thought out.

Change. It. Please.

Welcomes you.
Welcome.
Or my favorite, Est. 1899",KSU,2023-05-05 15:22:59+00:00,Duncan Davidson
@Ten12Network @DKSportsbook Over on Tech and KSU. Under on Texas and OU,KSU,2023-05-05 15:18:45+00:00,Brad Martin 4KSU🌾
"@Brewenor @TheTrianoKid KSU has more? WTF are you talking about? They both have 3

KSU: 2003, 2014 (shared with TCU), 2022
Texas: 1996, 2005, 2009",KSU,2023-05-05 15:18:29+00:00,Madisox
@KSU_MOB @Agent_00bondjr But he’s not consistent with those numbers…,KSU,2023-05-05 15:17:10+00:00,Cordell Woodland
Don’t wait! Order today,KSU,2023-05-05 15:17:06+00:00,"ESSAY, ASSIGNMENTS, FALL CLASS, HOMEWORK HELP"
@CordellWoodland @Agent_00bondjr So Tuesday’s game vs the warriors wasn’t top 3 material? If he was consistent with those numbers he would be.,KSU,2023-05-05 15:14:20+00:00,Marcus🏈🏀
@Ricey709 @TheCasa_KSU @arielhelwani That’s definitely the right range  but it can massively vary between fighters.,KSU,2023-05-05 15:13:18+00:00,Kyle
"@Whitney_Hartman i'm takin the over on KSU and the unders on KU and the shorthorns.  UT will lose to bama on the road, and there are at least 2 other Ls that will happen somewhere.",KSU,2023-05-05 15:11:37+00:00,Mark M
"Backwood

          |stud",KSU,2023-05-05 15:11:36+00:00,Carlsontroops
"@kstatesports @kstate_athletes As a die hard Jayhawk fanatic, please let me congratulate KSU for having the kindness and compassion to do something so positive that both parties appear to gain such joy in doing. I am proud to be a Kansan.",KSU,2023-05-05 15:01:54+00:00,Modern Day Michelangelo
@TheCasa_KSU @arielhelwani aljamain walks around at 175 (180 max) &amp; cejudo can get real chubby &amp; get past the 160 mark.,KSU,2023-05-05 15:00:39+00:00,🌚
"KSU is in control of its own destiny this weekend in search of a 2023 ASUN Tournament berth vs. FGCU 👀

Also on Sunday ⤵️
🎓 Senior Day
✍️ Postgame Autographs

 |  🦉",KSU,2023-05-05 14:58:25+00:00,Kennesaw State Softball
"@Madisox43 @TheTrianoKid The reason to focus on 1 school is that it is the epitome of doing less with more.

They have the most 5 * of anyone in the Big 12 yet do less with it than say even KSU does with 3* talent

KSU has more conference championships in the Big 12 than UT does",KSU,2023-05-05 14:56:51+00:00,Lawrence Kansas football RULES! 🏴‍☠️
@TheCasa_KSU @arielhelwani sterling has shown himself weighing up to 170ish . This is prob the heaviest he gets. On fight night he's prob around 160ish,KSU,2023-05-05 14:55:00+00:00,Shohei Goatani
The three finalists for @KyStateU  State University’s next leader have been announced.,KSU,2023-05-05 14:50:14+00:00,The State Journal
"@TheCasa_KSU @arielhelwani I dont follow this stuff as much as others do, hopefully someone will correct me....

But I'd assume somewhere around 10-15% of their weight is cut to fight?

Varies by weight class as well. Most heavyweights don't cut at all to meet 265.",KSU,2023-05-05 14:48:47+00:00,🇨🇦 Ricey 🇨🇦
@arielhelwani question from a casual watcher... what do you think they weigh other days besides the day making weigh in?,KSU,2023-05-05 14:46:18+00:00,Zim Appl
"An excellent idea. 

KSU, KU leaders and Marshall endorse broader federal reporting on post-college success data  via @KansasReflector",KSU,2023-05-05 14:36:51+00:00,Julie Doll
"Olesia Pavlenko is currently pursuing a Master of Arts degree in Teaching English as a Second Language at Kent State University. To learn more about Olesia, visit the Graduate College website:",KSU,2023-05-05 14:30:01+00:00,Graduate College at Kent State University
Fantastic Game. FAU is going to the Final Four. KSU had a chance to tie it in the end. Don’t think Nowell should’ve given the ball up. At least he would’ve gotten a shot off,KSU,2023-05-05 14:28:32+00:00,ArcherJohnson
@HomefieldApparl Shoutout to Homefield for constantly making gorgeous new drops for our current sworn enemies (Iowa) and  from decades past (KSU) but never making any new Huskers gear. I’m not bitter at all.,KSU,2023-05-05 14:26:11+00:00,‘Sota Husker
@nico_gramatica @MartinGramatic7 @Gramatica7 I see it going right through the middle of pipes for 3 from 66 yards out at the Bill!  New KSU record.  Who's record did he beat then? @MartinGramatic7,KSU,2023-05-05 14:17:25+00:00,Don
"This Saturday, May 6th... Join @WoodstockHarley and the Red Knights Chapter  for their Annual Bike Blessing
at Woodstock H-D.
All bikes are welcome!
Get a great start to your riding season with their scenic ride through the 
KSU 11:00A",KSU,2023-05-05 14:02:36+00:00,Woodstock Harley
@us_ksu_sporting @the_gift_lord @CollieYimby @nikicaga US wasn't a major power till 1940,KSU,2023-05-05 13:58:31+00:00,Catsomething
"@prideplease @EvryManAWildcat @GapYearCurry IDK, even in football 15 years ago we did what KSU has never been able to do:

12-1",KSU,2023-05-05 13:55:41+00:00,Lawrence Kansas football RULES! 🏴‍☠️
Thank you to Dr Ariel Bazzini and his team at  for hosting KSU’s Stem Cell Journal Club.,KSU,2023-05-05 13:55:17+00:00,Mark Weiss
More from  @VHamiltonConf : wonderful discussions in small groups about solutions to getting more diverse books to kids; KSU  grad students poster sessions; AR technology used with children's books; author &amp; VHC co-founder Dr. Tony Manna talks with Cecily and the group.,KSU,2023-05-05 13:33:50+00:00,VirginiaHamiltonConf
"Engaging conversations about representation with publisher Jason Low of @LEEandLOW, Coretta Scott King Award-winning illustrator @Aprilwharrison April Harrison, librarian and KSU iSchool instructor Belinda Boon, and science fiction author @NisiShawl at  @VHamiltonConf",KSU,2023-05-05 13:33:41+00:00,VirginiaHamiltonConf
I vote Blake for !,KSU,2023-05-05 13:33:01+00:00,Jamie Laboust
"“I could not have imagined a better four years at Kansas State! Growing up on a farm and having a lifelong passion for feed and agriculture, plus having a passionate KSU family fan base, has made this a dream come true. Continued",KSU,2023-05-05 13:30:11+00:00,K-State Agriculture
"Don't miss out on a great night in Alpharetta May 17!

Hear from President Schwaig, @BohannonBrian and @AntoinePettway!

Register:",KSU,2023-05-05 13:29:03+00:00,cobb chat
@CLE_CLCFan I went to KSU in the mid 80s. Will always remember a student wrote the school paper saying the shootings were justified &amp; got blasted by many for saying that. Wonder how many of those that blasted her for that agree with her now?,KSU,2023-05-05 13:28:55+00:00,Tim Bundy
@KStateAgron and @KStateRE will host several winter wheat variety plot tours in different state region starting May 10th. Find a plot tour near you to learn about the newest and upcoming wheat varieties and their agronomics and disease reactions.,KSU,2023-05-05 13:22:06+00:00,Star Seed
@nick_schwerdt Rock Chalk Jayhawk..Huge get for KU...The jealously just pours out of KSU and Fizzou fans..Wait until MgBako to commit..,KSU,2023-05-05 13:20:53+00:00,D.B.
"has launched the $MONG  distribution for their community.

Check eligibility and claim $MONG on our site:
🔗

 $PEPE $BOB $SUI $MULN  $REKT $MUSK $TURBO $BOBO $WSB  $TSLA $MONG $PHUB $FRC $BTC $SPY $ETH $DOGE $WOJAK $AMD…",KSU,2023-05-05 13:19:09+00:00,Skyler Ross
"Bailey Wilson finished her KSU career in style 👊

School Record - Most draw controls in a season with 163 🤯

 🦉🥍",KSU,2023-05-05 13:18:34+00:00,cobb chat
if the nigga got “ksu” in his bio RUN,KSU,2023-05-05 13:10:49+00:00,Janiyah🤍
@BigGameBoomer @KSt8riot Terence Newman was better than in KSU player listed here. Hands down!!! He should be TOP 5 on here.,KSU,2023-05-05 13:09:37+00:00,Dustin Hawks
@zzzumwal @rynjrgr @Whitney_Hartman His daughter went to KSU.,KSU,2023-05-05 13:09:20+00:00,Brad Martin 4KSU🌾
"@FANMAN_KSU Same but probably for the opposite reason. I will forever find it funny Lebron broke a scoring record, has a ceremony mid game to celebrate, then lost the game…",KSU,2023-05-05 13:07:27+00:00,Justin Ackermann
